,UG_depth,UG_rz,UG_cx,UG_sx,UG_x,LT_depth,LT_rz,LT_cx,LT_sx,LT_x
92,1224903,776744,573439,513938,2196,1618,959,1067,252,72
93,1226684,778678,574550,514739,2104,4332,2520,3978,282,73
94,1244291,785499,573447,519748,2394,3498,2049,2345,580,136
95,1259967,790799,574414,514306,16447,6832,4068,4807,1048,265
96,1257432,789092,572934,513206,16562,138,70,85,16,10
97,1251716,781722,574708,515462,12048,2978,1793,2520,184,56
98,1250591,782114,573657,515702,11917,1596,935,1535,108,32
99,1226134,778281,574385,514407,2067,4725,2796,4282,383,107
100,1259515,791427,573598,514946,16443,1005,599,701,156,47
101,1252013,782017,574451,515532,12336,3939,2318,3444,320,72
102,1250462,782193,573235,515821,11885,2732,1634,1994,388,94
103,1228267,778597,574631,515075,2210,5756,3374,4709,616,133
104,1238891,783244,573339,508519,16407,532,299,427,44,19
105,1240483,783230,574955,508469,16577,4129,2529,2801,672,171
106,1259036,791443,573461,514543,16299,2251,1358,1689,320,43
107,1237395,788468,574095,514303,6617,5170,3030,4327,436,97
108,1232771,786369,573517,512687,6348,1483,864,1043,208,61
109,1260642,791124,574706,514583,16556,4345,2600,3797,380,104
110,1248991,780528,573306,514345,12154,3355,2018,2166,612,144
111,1261963,792922,574579,515844,16356,6202,3656,4977,676,137
112,1222923,776348,573081,513127,2150,365,191,261,40,14
113,1226600,778627,574668,514595,2128,3183,1872,3045,176,42
114,1232748,786787,573354,512532,6641,2128,1278,1419,328,92
115,1240397,783130,574563,508347,16278,6331,3902,3791,1292,331
116,1259026,791204,573549,514895,16293,1100,593,1005,56,22
117,1234879,787606,574842,513292,6682,3922,2249,3735,168,52
118,1232907,785819,573483,511998,6358,2770,1600,2259,276,55
119,1235046,787695,574633,513302,6601,6177,3647,4830,712,184
120,1245683,784912,573123,520154,2078,754,416,568,72,21
121,1240509,783244,574572,508390,16356,4303,2628,2903,680,170
122,1257830,789921,573123,513476,16718,2382,1380,1830,252,72
123,1260441,791083,574650,514577,16478,5355,3104,4415,432,115
124,1259232,791431,573214,514702,16456,1759,1013,1194,264,73
125,1241728,785163,574637,509741,16366,4830,2863,3714,580,133
126,1233623,786556,573206,512734,6653,3560,2103,2405,600,113
127,1248412,786823,574621,521164,2454,7092,4255,4821,1192,254
128,687999,426434,320554,277951,9213,18,12,7,4,6
129,1240908,784370,574547,509360,16071,3347,2071,2197,524,142
130,1236154,781028,573395,506611,16489,1449,853,1206,76,31
131,1240780,784245,574595,509292,16115,5641,3459,3850,1092,208
132,1248263,779919,573439,514428,12272,736,435,601,44,23
133,1247542,786561,574129,520783,2365,3447,2037,3454,96,36
134,1248357,781324,572673,514762,12123,2616,1582,1886,388,96
135,1234583,786541,574297,512859,6307,5354,3126,4667,416,90
136,1241911,783914,572743,518685,2409,387,213,432,16,16
137,1234483,787418,574279,513020,6589,3188,1884,3057,128,52
138,1222983,776075,572727,512924,2187,1765,1020,1741,48,27
139,1240078,783770,574309,508860,16060,5317,3211,4098,648,100
140,1243190,784678,573433,519481,2411,1282,737,1009,156,40
141,1235185,786876,574185,513087,6429,4588,2702,3600,516,145
142,1236996,782336,572929,507669,16121,2837,1690,2322,300,85
143,1260561,792063,574333,515181,16321,6375,3748,4909,836,145
144,1246193,778583,572570,513150,12204,196,109,196,7,14
145,1246449,786269,574196,520497,2160,3327,2005,2874,356,74
146,1242387,784260,573398,518852,2162,1963,1206,1310,300,91
147,1259122,790291,574187,513816,16641,5328,3222,3740,812,195
148,1237689,782775,573315,508267,16188,929,539,881,40,22
149,1246127,786118,574540,520317,2169,4418,2637,3350,548,155
150,1248627,781427,573138,514963,12126,2606,1524,2079,264,51
151,1259292,790340,574152,513871,16533,6212,3711,4451,900,232
152,1256247,788593,572827,512833,16528,635,351,472,60,27
153,1259585,791459,574217,514917,16358,4130,2550,2770,640,175
154,1236602,782323,572888,507744,16362,1989,1158,1887,84,33
155,1226637,777719,574369,514326,2237,5646,3444,4425,772,99
156,1243492,785223,572843,519599,2320,1381,789,1194,108,39
157,1252022,782877,574416,516313,12171,5257,3147,3647,888,238
158,1222930,775962,573278,512827,2227,3155,1848,2373,386,80
159,1260428,791931,574304,515105,16361,6565,3926,4922,880,146
160,1248381,780356,572741,514854,11907,103,61,74,12,10
161,1235635,787302,574779,513281,6623,2971,1802,2474,196,60
162,1244046,784508,573195,519361,2191,1829,1112,1613,268,25
163,1226748,777831,574257,514464,2173,5296,3223,3954,840,156
164,1231135,785634,573045,512114,6317,913,534,703,88,30
165,1245424,785702,574412,520142,2438,3675,2190,3458,200,59
166,1231761,785237,573380,511799,6489,2158,1273,2106,64,24
167,1247034,785861,574164,520579,2138,5233,3075,4880,316,65
168,1231131,785540,573069,511745,6730,692,412,420,156,44
169,1246500,785755,574143,520369,2215,4116,2550,2837,684,178
170,1248550,781186,573145,514878,11921,1958,1140,1884,120,27
171,1251580,781809,574500,515363,12283,5568,3296,4268,736,136
172,1237898,782792,572981,508254,16222,1463,859,1083,228,49
173,1251680,782791,573693,516147,11959,4305,2573,3692,364,97
174,1242038,783813,573156,518546,2092,3242,1912,2250,508,118
175,1251878,783073,574015,516400,12176,6153,3632,4965,660,139
176,1230304,784893,572831,511406,6575,328,168,250,28,16
177,1245214,785770,574315,519971,2184,3434,2044,3010,352,73
178,1235649,780749,572809,506370,16535,2092,1266,1385,320,95
179,1260576,791954,574693,515167,16372,4589,2684,4464,212,63
180,1247949,779932,572969,514232,12095,1252,724,880,176,57
181,1233980,786999,574141,512909,6556,3770,2211,3716,148,40
182,1257882,790792,573105,514050,16512,2686,1565,2118,244,62
183,1246439,785674,574394,520292,2315,6802,4167,4583,1220,222
184,1232611,785615,572749,512551,6446,722,408,548,72,24
185,1260305,791966,574251,515100,16499,4305,2628,2951,684,174
186,1247868,780863,573187,514569,12124,2469,1447,1907,316,54
187,1224696,777587,574202,513860,2141,5704,3336,4537,624,166
188,1257440,790363,573557,514327,16482,1777,1063,1173,304,81
189,1260129,791618,574498,515025,16316,4683,2738,3730,444,115
190,1206676,758712,570201,495264,5827,3438,2046,2384,548,100
191,1234636,787240,574524,513117,6402,6218,3728,5079,628,167
192,907467,568952,431402,373515,3259,54,31,23,8,10
193,1233999,787094,574376,512985,6429,3421,2156,2336,528,154
194,1247958,779913,573118,514175,12081,1471,893,1204,92,41
195,1259652,790570,574115,514223,16545,5168,3130,3631,792,209
196,1243371,783832,573089,519241,2151,914,551,652,128,47
197,1245181,785652,574173,520011,2284,4161,2465,3377,520,131
198,1231439,786067,573199,512027,6596,2417,1451,2153,244,80
199,1246216,786251,574535,520452,2205,6430,3896,4358,1148,260
200,1255360,787825,573374,512606,16455,485,290,332,72,32
201,1235300,787146,574324,513190,6420,3910,2385,2733,568,161
202,1257983,790857,573311,514288,16227,2183,1296,1733,280,49
203,1234536,787384,574443,513190,6661,5312,3151,4152,624,144
204,1247861,779739,573173,514278,12211,1149,664,1059,56,27
205,1259207,790267,574282,513925,16420,5008,3060,3446,860,206
206,1255961,788676,573501,512817,16577,3213,1900,2183,520,134
207,1240334,783971,574449,508931,16116,6498,3888,4727,972,243
208,1246626,778766,572610,513538,12107,257,148,189,26,21
209,1251622,782546,574407,516143,11927,3660,2285,2520,560,160
210,1237706,782659,573661,508011,16092,2022,1209,1472,312,60
211,1246973,786088,574096,520556,2444,4801,2884,4102,448,78
212,1248834,781207,572960,515261,11890,1166,685,821,160,57
213,1260982,792377,574368,515494,16418,3926,2290,3563,236,70
214,1222942,776791,573412,513290,2155,2329,1366,2227,86,33
215,1251397,782679,574191,516033,12149,6324,3821,4489,992,241
216,1244093,784121,573350,519356,2460,752,436,477,116,41
217,1246870,786000,574149,520542,2471,4130,2509,2959,592,165
218,1250127,782277,573044,515725,12204,2250,1306,1787,212,61
219,1260443,792094,574459,515212,16281,5519,3240,4540,572,105
220,1243550,784197,573230,519446,2393,1632,965,1074,252,76
221,1252152,783127,574217,516475,12130,4239,2488,3792,232,73
222,1248777,781239,573145,515028,11873,2907,1688,2433,220,53
223,1234824,787648,574579,513367,6364,6328,3663,5205,619,157
224,915002,574537,425494,380300,1616,151,78,90,20,12
225,1216769,755810,569794,487933,8983,2999,1820,2505,203,63
226,1256581,789178,573181,512943,16544,1519,897,1477,64,25
227,1221415,749708,570134,483901,17583,4336,2573,4263,184,61
228,1242796,784389,573614,519205,2380,963,544,744,84,33
229,1198597,747724,569405,482898,8774,3774,2192,3532,188,61
230,1231668,786052,573373,512078,6683,2634,1576,1948,356,96
231,1219375,748373,570305,482372,17333,5419,3111,4808,328,88
232,1256473,788708,572799,513149,16495,592,330,388,76,29
233,1228047,758610,570722,482637,21483,4051,2459,2849,596,163
234,1236226,781085,573353,506662,16590,2109,1228,1856,204,47
235,1220045,749984,569569,483342,17706,5822,3468,4265,852,209
236,1244115,784436,573233,519624,2177,1269,729,1105,80,25
237,1205084,756129,570553,480904,12385,4426,2561,3669,356,97
238,1244692,784790,573471,519722,2126,3120,1821,2295,392,83
239,1220313,749427,569834,482969,17656,7140,4283,4824,1296,297
240,928983,584773,433489,379645,11972,387,200,270,36,20
241,1220890,750451,569736,484694,17514,3008,1757,3140,60,32
242,1222415,776499,573424,512920,2093,2120,1270,1460,308,88
243,1206417,755923,570417,481050,12864,6203,3758,3909,1280,257
244,1242918,784507,572777,519488,2149,1286,767,825,220,58
245,1228697,759008,570455,482802,21584,3921,2279,3700,192,46
246,1231523,785882,573264,511996,6337,2689,1532,2201,220,54
247,1226898,757637,570202,481374,21331,6286,3746,4778,800,205
248,927079,588610,433534,383975,4704,874,512,535,140,47
249,1215593,755753,569471,488105,8585,4286,2579,3031,620,170
250,1232390,785590,573267,512148,6406,2345,1364,1843,240,42
251,1211357,751061,570924,477632,21476,5313,3054,4462,376,92
252,933434,586872,433904,388696,1558,1781,1042,1214,280,82
253,1210275,750246,570307,476378,21255,4867,2844,3717,516,136
254,935671,589633,433787,389822,1778,3504,2047,2498,524,135
255,944097,588137,436129,387712,8899,7238,4324,4890,1252,266
256,11352,3669,9608,2100,382,7,4,1,2,2
257,657398,407612,309051,266486,6209,2893,1701,2353,162,54
258,644431,403778,308801,263721,3702,1334,799,1302,26,18
259,657255,404604,309454,265755,7526,5075,3015,3988,694,147
260,641322,400117,307889,263882,2406,742,440,589,54,23
261,645137,403243,309623,265375,2621,3868,2276,3412,346,73
262,647700,404229,308252,264290,6025,2353,1378,2052,222,49
263,656839,407225,308941,266039,6224,6146,3705,4273,1010,216
264,650309,404147,307278,266478,2461,379,222,298,30,18
265,647691,404008,309421,263887,6060,3932,2430,2641,634,164
266,657468,404863,308811,266578,7370,1799,1059,1692,90,31
267,650835,406795,309227,263591,7339,5092,3013,4180,458,126
268,654926,406074,307827,265758,6024,1251,745,930,150,47
269,659601,408900,310318,267108,6303,4871,2973,3400,782,192
270,655951,404539,308312,262405,9272,2826,1630,2355,262,74
271,648708,405304,309037,262583,7088,6698,4014,4745,1078,240
272,650120,398954,307905,262355,7102,201,110,180,14,12
273,654563,403953,309936,265823,4868,2902,1713,3172,70,35
274,654985,403268,308779,265058,7323,1612,944,1545,66,27
275,647511,404873,309317,262520,6989,5359,3254,3991,794,204
276,654666,403065,308374,265166,7231,1065,620,800,122,40
277,658955,406404,309252,263637,9413,4311,2561,3373,494,126
278,656014,404475,308615,262667,9155,2691,1608,2121,322,90
279,654043,401676,308611,264226,7234,6291,3800,4400,982,248
280,645831,404633,308409,264737,3662,639,366,456,78,27
281,664695,410890,313182,269092,8020,4080,2459,3066,562,152
282,644776,402431,308858,265559,2400,2112,1217,1858,146,45
283,650682,404149,309585,261883,9283,5689,3409,4086,794,197
284,645716,404464,308523,263325,4332,1694,994,1081,314,71
285,649524,406071,309133,263250,7122,5251,3153,3627,902,239
286,648933,404549,309518,262442,7048,3397,2022,2318,562,133
287,656427,404705,308531,266046,7488,6715,4009,4855,1002,240
288,645625,403434,307172,261250,7425,107,60,66,18,7
289,657075,407860,309953,268738,2750,2961,1788,2478,190,60
290,660214,406720,310346,265501,8708,1606,964,1280,138,40
291,651520,405182,309905,262417,9531,4442,2673,4312,294,29
292,657340,406585,310144,267563,5203,814,484,745,50,20
293,643285,401456,309074,264419,2368,3558,2099,3537,121,39
294,661587,408814,309574,264933,9789,2841,1709,2038,462,123
295,656425,404017,309497,265301,7590,5940,3557,4733,734,191
296,646600,405236,308514,263881,4478,485,283,384,46,16
297,646968,403022,309164,263117,6081,3991,2434,2811,590,157
298,657144,404565,309398,266398,7282,1938,1131,1880,118,24
299,653932,405151,309406,267709,2215,5137,3006,4335,438,90
300,644048,403590,308388,263666,3729,1457,877,993,230,63
301,654877,406560,309557,268129,2477,4194,2474,3782,290,81
302,647495,405682,309370,263947,4258,3186,1897,2382,462,120
303,659230,406541,309150,265188,8709,6925,4147,4662,1210,278
304,643707,400964,309493,264474,2271,334,190,221,54,18
305,657160,404835,309278,266208,7458,3088,1847,2978,154,44
306,659041,406170,309321,263637,9397,1811,1056,1515,134,38
307,653700,405271,308883,267820,2325,5122,3036,4033,561,94
308,652338,405145,308370,267583,2345,1032,599,919,66,25
309,650833,406673,310123,263332,7244,4049,2389,3583,310,76
310,657338,407483,308943,266788,6105,3015,1779,2125,478,80
311,658541,407846,309576,266939,6091,5897,3449,4744,590,111
312,650626,404827,308814,262457,9622,766,445,583,102,25
313,657381,404558,309408,265713,7454,4354,2649,2984,706,180
314,646385,404354,309347,265913,2818,2326,1328,1888,226,60
315,652850,405046,308779,267439,2226,6206,3772,4195,1022,260
316,649264,407226,309066,264463,4783,1696,992,1130,266,74
317,657908,408039,309172,268045,5343,4502,2671,3822,382,103
318,658601,405911,309020,266994,7470,3459,2075,2363,582,103
319,656107,405700,309178,266877,5122,6835,4069,5117,970,222
320,642404,402241,307634,263071,3633,41,25,16,8,6
321,648523,404412,309513,262308,6943,2923,1756,2414,182,60
322,646381,404194,308620,265063,3531,1463,895,1189,108,31
323,647496,404098,308797,262006,7048,4639,2798,4025,428,115
324,655141,402883,308564,264853,7414,730,439,727,36,19
325,658481,407690,310118,267962,5380,3543,2109,3462,156,48
326,655385,406246,309151,265469,6221,2618,1583,1914,408,107
327,650172,404331,308757,262010,9264,5718,3501,4563,712,69
328,657288,407045,309127,266433,6225,473,286,325,72,30
329,657881,405647,308744,264874,8623,3812,2284,2928,540,148
330,655635,403334,308749,264977,7581,1877,1082,1825,100,43
331,649579,405162,309946,262939,6930,5231,3121,4195,548,93
332,650900,404161,308591,266716,2442,1378,835,942,228,68
333,650988,404495,309519,262161,9310,4409,2572,3681,388,106
334,656078,403455,308922,265173,7434,3202,1905,2172,528,134
335,649303,406460,309638,264403,4607,6055,3565,4919,628,148
336,659460,408829,309363,267973,6256,288,160,176,40,21
337,647424,403231,309430,263033,6040,3173,1901,3068,248,53
338,653146,406135,308553,267724,2522,2019,1231,1339,312,92
339,656233,406518,308647,267357,5227,4731,2735,4281,314,83
340,660986,408588,309061,264840,9717,1127,644,828,132,47
341,659857,407447,309163,265988,8631,3610,2147,3556,104,33
342,646133,404055,309284,265868,2750,2659,1543,2054,264,68
343,660133,406874,309878,265289,8845,6309,3773,4507,948,243
344,655171,407667,308581,268863,2805,621,329,546,24,16
345,659839,407244,309434,266007,8546,4179,2564,2801,644,179
346,659443,406288,309200,266586,7933,2315,1324,1823,226,68
347,647615,403329,309343,263798,5859,5180,3023,4328,400,97
348,649434,405755,309263,262862,7404,1638,955,1083,256,74
349,661545,408628,309584,266225,8944,4429,2575,4009,348,76
350,654053,404852,308344,266378,4999,3099,1811,2460,341,87
351,658055,405594,309249,264706,8593,6350,3709,5123,668,168
352,654469,406413,308626,268238,2552,142,75,83,20,8
353,658214,407809,309712,266281,6349,2999,1823,2447,204,65
354,649927,403679,309613,261174,9491,1872,1130,1520,300,55
355,646360,402853,308571,262850,5931,4727,2778,4251,368,105
356,655388,402848,308804,264947,7327,1017,612,709,164,48
357,645085,403183,309352,265247,2551,4690,2854,3223,852,181
358,649737,406974,309249,264960,4706,2286,1302,2197,84,32
359,645547,404032,309153,264154,3520,5578,3371,4764,552,148
360,646728,403951,308253,261969,6985,552,307,424,56,20
361,647876,404381,309168,262276,7016,4026,2461,2744,600,166
362,649579,403673,309991,260907,9647,2338,1400,1679,340,90
363,647696,405818,309328,263818,4491,5186,3022,4323,420,114
364,659519,409025,309061,267293,6374,1467,854,1109,216,47
365,656035,408095,309627,268817,2662,4187,2492,3636,300,78
366,647784,404836,308521,262586,7162,3318,1986,2182,580,140
367,652387,408208,310193,264843,7304,6027,3531,5079,544,137
368,656076,405240,309115,267017,5180,363,188,263,36,16
369,647546,403419,309518,261720,6835,3210,1906,3171,188,60
370,650582,406635,309316,264243,7128,2003,1218,1552,276,45
371,652302,405139,310074,261904,9687,5004,2935,4300,448,118
372,656833,406547,309374,266471,6007,1273,725,920,160,53
373,661467,409025,309095,265563,9481,4547,2719,3432,576,157
374,645701,404124,309611,264259,3576,2469,1428,2320,112,33
375,658974,405884,309630,266910,7447,6008,3502,4802,624,123
376,652664,404816,308798,267447,2379,766,429,560,88,25
377,651419,406670,309697,264154,7014,4274,2609,2879,652,178
378,660071,407378,309420,264328,9611,2497,1423,1903,280,76
379,647213,403380,309131,263315,6032,5310,3061,4420,392,99
380,658722,406749,308627,264363,9178,1731,1005,1169,260,69
381,658162,405559,309391,263398,9398,4598,2712,3825,400,107
382,649330,408075,308918,264857,4725,3492,2080,2424,544,137
383,648842,405584,308586,262770,7294,7342,4420,4933,1344,288
384,533273,320917,262030,202253,11094,24,15,11,6,4
385,641995,398673,308876,254537,6890,3081,1840,2486,293,86
386,646020,403672,308166,261784,7184,1441,845,1216,66,24
387,646719,403796,308842,262012,6932,5521,3401,3942,1074,188
388,655315,403306,308869,263090,8642,735,440,611,46,24
389,656080,406789,309015,267882,5306,3769,2205,3351,258,71
390,657125,404919,309256,264254,8855,2207,1294,1858,130,40
391,641984,400215,309450,263593,2268,5371,3137,4664,426,104
392,651724,400837,307419,263934,7146,401,221,374,22,14
393,644350,403354,308190,264050,3453,3863,2347,2706,546,151
394,658002,407170,307763,263721,9762,2085,1249,1579,250,78
395,649027,402901,309905,260924,9248,5620,3382,4010,870,209
396,643528,399659,306888,258795,9425,1342,796,985,214,46
397,647237,401767,309511,259979,9355,4041,2360,3747,222,70
398,659561,408670,308456,265158,9714,3142,1878,2134,514,99
399,648158,404023,309963,263310,6207,5518,3229,5111,310,74
400,642289,399816,307844,261254,5870,215,123,196,17,11
401,648238,406675,309093,263912,4782,2955,1758,2977,118,36
402,645597,404011,308920,264690,3691,1910,1167,1416,290,44
403,647519,405658,309316,265491,3772,5339,3245,3735,826,195
404,650229,402836,308116,266413,2172,1068,611,821,110,41
405,648523,402880,309072,260464,9456,4320,2552,3356,510,104
406,643700,402916,308086,262260,4317,2863,1690,2082,418,77
407,644263,403384,308504,262491,4292,5951,3607,4727,730,73
408,654734,403543,307833,263337,8551,646,366,472,69,26
409,646413,405049,308845,263461,4428,3743,2206,3349,338,99
410,653758,402368,307970,264292,7385,2364,1382,1806,282,79
411,656782,407865,308719,266942,6071,4857,2837,4579,220,54
412,653590,402031,308005,264170,7438,1405,814,1217,125,34
413,644733,403867,308922,263979,3573,5341,3247,3520,917,241
414,656239,404427,308844,263776,8732,3397,2015,2296,557,147
415,642346,402859,307900,261652,4180,6103,3559,5243,554,126
416,643076,402217,308864,263100,3695,119,63,75,14,7
417,645782,404628,309039,263173,4508,2937,1747,2507,146,46
418,643533,403256,307674,262662,4152,1832,1108,1638,262,24
419,645216,402068,309096,262373,5965,5228,3127,4005,766,193
420,640930,400094,308219,263416,2553,877,517,785,77,23
421,650103,406559,309081,263791,7216,3967,2342,3488,346,85
422,644881,405250,307209,263572,4540,2523,1463,2149,246,42
423,643390,402292,309509,264587,2534,6222,3708,4866,930,188
424,646504,403432,308523,261807,7069,544,315,356,77,23
425,645684,404417,309147,264197,3665,4057,2509,2744,658,166
426,655049,405106,308711,267071,5048,2363,1430,1555,410,84
427,652807,401069,308726,263556,7260,5059,2934,4515,354,87
428,644524,404391,307716,262704,4698,1470,874,1053,218,61
429,658577,406978,309132,263609,9618,4319,2564,3704,366,93
430,643458,402366,308597,263526,3469,3335,1998,2218,586,108
431,646240,404546,309118,264789,3674,6698,4037,4670,1094,235
432,641606,400599,307809,264124,2526,345,187,240,42,17
433,656613,406836,309433,265546,6374,3094,1839,2996,154,37
434,655803,404710,307944,264542,8406,2025,1234,1401,314,58
435,653578,406937,308775,268010,2621,5945,3630,3905,1148,285
436,659262,407675,308846,264703,9591,1073,625,924,82,30
437,654613,405428,309139,266491,5143,4076,2358,3455,297,73
438,658270,407090,308102,264391,9510,2722,1580,2134,257,63
439,648491,404592,309577,262401,7025,6106,3618,4822,757,160
440,651745,403619,308254,267101,2322,819,474,522,129,38
441,653842,404013,309053,266183,4874,4255,2607,2857,654,177
442,647571,402318,307966,260274,9460,2502,1447,1897,329,85
443,661073,409665,309318,264936,9928,6135,3687,4228,1018,263
444,643034,400932,308790,264709,2480,1687,992,1127,254,70
445,646762,405255,308638,263499,4537,4829,2786,3929,470,123
446,643499,401678,308755,265071,2533,3371,2001,2386,506,92
447,649092,404301,309175,261556,9475,6416,3743,5122,685,124
448,643037,400711,307919,260005,6865,60,35,27,10,7
449,653888,406571,309073,268452,2681,2927,1775,2427,193,61
450,643476,403501,308089,262502,4518,1449,886,1213,90,29
451,647800,405882,309531,264066,4657,4750,2850,4008,498,127
452,643351,402641,308349,265019,2797,929,561,658,137,46
453,654746,406821,309335,268777,2579,3840,2288,3360,318,84
454,655701,405150,307582,262983,9452,2541,1536,1881,354,96
455,644532,402302,309203,265327,2420,5845,3547,4670,750,170
456,654346,406539,308682,268600,2896,400,247,355,30,12
457,660817,409424,308435,265673,9681,4042,2469,2690,638,176
458,647115,404357,308163,262545,7112,2099,1220,1730,226,50
459,646783,403558,309690,266146,2611,6313,3959,3917,1302,201
460,642372,402143,308199,263068,3565,1482,891,952,260,75
461,645779,404291,309070,265728,2852,4341,2518,3610,350,97
462,651286,403028,308200,265822,4720,3086,1836,2205,462,85
463,650373,406869,308876,263984,7377,6535,3882,4758,918,192
